Share pledge ratio of controlling shareholders,Pledge ratio of unlimited shares,audit opinion ,Downgrade or negative,Ratio of other receivables to total assets,ROA,Asset liability ratio,Pledge ratio of limited sale shares,ROE,Enterprise age,IsDefault
0.0,0.0,0.0,0.0,0.028422251,0.096793,0.276366692,0.0,0.116459,5.672222222,0
0.442681012,0.256852071,0.0,0.0,0.007076873,0.150557,0.207920611,0.0,0.153137,8.766666667,0
0.46115395,0.215700476,0.0,0.0,0.00905998,0.126957,0.647793197,0.0,0.26521,21.59722222,0
0.0,0.0,0.0,0.0,0.011561164,0.121392,0.298623611,0.0,0.192387,18.925,0
1.0,0.191799255,0.0,0.0,0.016406268,0.049722,0.536686505,0.020486937,0.061914,14.52222222,0
0.197186758,0.034656609,0.0,0.0,0.006141203,0.117551,0.362863517,0.0,0.151605,9.652777778,0
0.265484734,0.154802087,0.0,0.0,0.021125199,0.072705,0.45496064,0.023330875,0.103548,4.211111111,0
0.974418157,0.063738681,0.0,0.0,0.014528874,0.084584,0.707849159,0.564431825,0.168145,17.48055556,0
0.124507469,0.13290991,0.0,0.0,0.034662588,0.032339,0.465687702,0.0,0.034437,17.6,0
0.138001539,0.120488685,0.0,0.0,0.00742972,0.072488,0.703500722,0.0,0.13589,9.280555556,0
0.419541191,0.157248051,0.0,0.0,0.002975581,0.00984,0.5820932,0.0,0.025398,13.34166667,0
0.178377952,0.0,0.0,0.0,0.009722306,0.118681,0.098589684,0.0,0.119089,5.811111111,0
0.396542308,0.191008198,0.0,0.0,0.008244916,0.051348,0.591385863,0.0,0.070085,21.07777778,0
0.636292857,0.236743522,0.0,0.0,0.005685964,0.07291,0.280681982,0.0,0.075579,10.28888889,0
0.31998284,0.124647429,0.0,0.0,0.002665566,0.034128,0.636583335,0.0,0.054179,3.691666667,0
0.155309237,0.146985613,0.0,0.0,0.002901197,0.129875,0.403892925,0.0,0.209088,7.938888889,0
0.67499331,0.0,0.0,0.0,0.001784811,-0.00681,1.438346526,0.0,0.033245,9.133333333,0
0.325208439,0.138187051,0.0,0.0,0.008623016,0.079134,0.529201479,0.0,0.118064,15.58333333,0
0.381209913,0.138378013,0.0,0.0,0.009413736,0.095323,0.22081568,0.0,0.114678,5.197222222,0
0.0,0.0,0.0,0.0,0.04932147,0.018037,0.921446016,0.0,0.17318,1.505555556,0
0.532675042,0.0,0.0,0.0,0.00548072,0.101159,0.491154634,0.0,0.175597,13.37222222,0
0.395168717,0.138003414,0.0,0.0,0.011541781,0.058916,0.49698486,0.0,0.080053,9.319444444,0
0.06166479,0.014545659,0.0,0.0,0.000633996,0.151334,0.23344355,0.029694404,0.195569,2.205555556,0
0.186633486,0.0,0.0,0.0,0.002629756,0.021091,0.127833536,0.0,0.022452,7.6,0
0.209384027,0.063401813,0.0,0.0,0.023242329,0.09061,0.360105004,0.181352289,0.128357,1.777777778,0
0.590493708,0.235203335,0.0,0.0,0.022720249,0.078057,0.385464293,0.0,0.110981,5.616666667,0
0.498547457,0.0,0.0,0.0,0.005880759,0.165774,0.331961122,0.0,0.275315,19.49444444,0
0.614985166,0.0,0.0,0.0,0.005623787,0.04675,0.698147948,0.0,0.108451,18.52222222,0
0.0,0.034807323,0.0,0.0,0.001264761,0.103809,0.116844906,0.0,0.109112,6.258333333,0
0.428367601,0.0,0.0,0.0,0.016253116,0.083427,0.386813599,0.0,0.094374,6.580555556,0
0.783534312,0.0,0.0,0.0,0.018562646,0.094477,0.463053431,0.0,0.173337,9.869444444,0
0.335190111,0.12532352,0.0,0.0,0.002036779,0.129461,0.247585187,0.0,0.143033,5.780555556,0
0.0,0.0,0.0,0.0,0.004110594,0.023012,0.269725663,0.0,0.025752,5.458333333,0
0.0,0.0,0.0,0.0,0.052297821,0.356577,0.266586088,0.0,0.408977,6.313888889,0
0.2031512,0.0,0.0,0.0,0.005108962,0.086787,0.244966423,0.0,0.097681,1.225,0
0.077596659,0.122393299,0.0,0.0,0.003949294,0.106549,0.102305951,0.0,0.107944,6.166666667,0
0.293965876,0.0,0.0,0.0,0.004968098,0.119866,0.366606783,0.206244478,0.194183,2.716666667,0
0.935150785,0.0,0.0,0.0,0.003108073,0.0351,0.311893939,0.0,0.039114,8.052777778,0
0.358347386,0.141666667,0.0,0.0,0.00107791,0.173318,0.167223968,0.0,0.191618,3.625,0
0.0,0.0,0.0,0.0,0.00377795,0.060074,0.386989596,0.0,0.072712,4.033333333,0
0.207122741,0.125158539,0.0,0.0,0.010872084,-0.068978,0.602042685,0.0,-0.124268,11.30833333,0
0.0,0.0,0.0,0.0,0.002514951,0.097086,0.341308037,0.0,0.141937,4.525,0
0.36324685,0.094358964,0.0,0.0,0.022982513,0.341914,0.353439332,0.0,0.408702,7.416666667,0
0.264814005,0.119064099,0.0,0.0,0.009807904,0.053068,0.354009938,0.0,0.082474,9.802777778,0
0.238098235,0.061302593,0.0,0.0,0.012705227,-0.043937,0.361518639,0.0,-0.070028,8.922222222,0
0.179143168,0.119355637,0.0,0.0,0.008344308,0.05707,0.663586812,0.0,0.139528,5.925,0
0.596795568,0.002499375,0.0,0.0,0.010451671,0.293874,0.419947328,0.221913522,0.408892,3.463888889,0
0.414431179,0.0,0.0,0.0,0.030942135,0.163818,0.661568336,0.0,0.220837,12.46666667,0
0.469829692,0.0,0.0,0.0,0.016906702,0.045172,0.655069238,0.0,0.062661,16.43611111,0
0.448873052,0.0,0.0,0.0,0.004794574,0.026164,0.596308286,0.0,0.01767,8.744444444,0
0.550395481,0.168904821,0.0,0.0,0.014835348,0.106569,0.271839944,0.0,0.121463,15.51666667,0
0.623970341,0.0,0.0,0.0,0.032978949,0.061846,0.579031065,0.0,0.081807,5.261111111,0
0.348849584,0.070123162,0.0,0.0,0.028058083,0.052469,0.809000104,0.0,0.132859,15.74444444,0
0.0,0.0,0.0,0.0,0.004194653,0.069363,0.433643513,0.0,0.126171,0.938888889,0
0.999700954,0.397740568,0.0,0.0,0.002519123,0.015697,0.836714683,0.0,0.017108,22.34166667,0
0.306812704,0.066626306,0.0,0.0,0.000959255,0.117956,0.234103585,0.0,0.138962,18.57777778,0
0.607414852,0.0,0.0,0.0,0.01691773,0.130111,0.723114198,0.0,0.20585,6.947222222,0
0.657182179,0.0,0.0,0.0,0.010744269,-0.050932,0.927022986,0.0,-0.859359,18.21111111,0
0.506503561,4.00923e-05,0.0,0.0,0.000205079,0.24713,0.269631716,0.163772054,0.291338,1.638888889,0
0.109178111,0.077426507,0.0,0.0,0.028332123,0.026751,0.614046971,0.0,0.057931,12.07222222,0
0.072205474,0.036296138,0.0,0.0,0.000738669,0.155326,0.374343153,0.0,0.206834,4.661111111,0
0.302067668,0.137148644,0.0,0.0,0.00393779,0.055795,0.513084286,0.0,0.095062,5.127777778,0
0.473418651,0.0,0.0,0.0,0.004601896,0.074221,0.274425066,0.0,0.083562,5.597222222,0
0.898982291,0.185927916,0.0,0.0,0.004822134,-0.313336,0.495664357,0.0,-0.481902,7.452777778,0
0.777636558,0.191230744,0.0,0.0,0.002772229,0.037405,0.384454472,0.0,0.041152,18.95277778,0
0.556736142,0.306826665,0.0,0.0,0.02474572,0.034489,0.189748442,0.0,0.038971,6.938888889,0
0.0,0.0,0.0,0.0,0.009830212,0.089832,0.45136834,0.0,0.137573,4.972222222,0
0.441071429,0.008404319,0.0,0.0,0.000913866,-0.008742,0.177027388,0.08890222,0.003805,2.219444444,0
0.85638005,0.0,0.0,0.0,0.004575576,0.07162,0.5150006,0.0,0.06089,5.6,0
0.854686349,0.0,0.0,0.0,0.008453302,0.061111,0.351613935,0.0,0.073699,15.26388889,0
0.446517767,0.097651554,0.0,0.0,0.005129559,0.073465,0.634005219,0.0,0.106563,4.225,0
0.548000243,0.225786955,0.0,0.0,0.006399668,-0.102945,0.615727502,0.0,-0.280221,7.5,0
0.878600416,0.0,0.0,0.0,0.053426663,0.02951,0.499005512,0.0,0.008066,6.277777778,0
0.0,0.0,0.0,0.0,0.006718861,0.105177,0.364558653,0.0,0.14191,1.955555556,0
0.943962562,0.0,0.0,0.0,0.016543179,0.03284,0.21960796,0.0,0.031472,7.044444444,0
0.43228876,0.131751151,0.0,0.0,0.006606697,-0.056768,0.471645303,0.0,-0.125072,8.794444444,0
0.567968071,0.140715745,0.0,0.0,0.010248413,0.043657,0.515644372,0.034165817,0.070476,18.35833333,0
0.0,0.137192443,0.0,0.0,0.025174979,0.043453,0.703494058,0.0,0.067785,11.61388889,0
0.849873714,0.107828671,0.0,0.0,0.001604334,0.061392,0.573470722,0.310294387,0.099807,1.544444444,0
0.362563546,0.178026873,0.0,0.0,0.009869644,0.117725,0.386445728,0.0,0.184312,3.411111111,0
0.461175822,0.141828938,0.0,0.0,0.000487052,0.056498,0.4454665,0.0,0.079133,22.59166667,0
0.572133169,0.0,0.0,0.0,0.033292842,0.088722,0.425834316,0.0,0.1158,1.505555556,0
0.0,0.0,0.0,0.0,0.003761133,0.055137,0.297017858,0.0,0.070042,2.077777778,0
0.308191157,0.119760446,0.0,0.0,0.01435473,0.076933,0.319063324,0.0,0.099893,4.416666667,0
0.509736985,0.318081665,0.0,0.0,0.013848907,0.028273,0.583270424,0.0,0.022065,8.966666667,0
0.0,0.145186756,0.0,0.0,0.018286442,0.095352,0.748659534,0.0,0.114078,6.594444444,0
0.146878161,0.0,0.0,0.0,0.000465182,0.051783,0.223841415,0.0,0.043301,6.672222222,0
0.664526637,0.293869847,0.0,0.0,0.010404128,0.08734,0.584077071,0.0,0.148864,3.052777778,0
0.965805748,0.0,0.0,0.0,0.002950382,0.024979,0.490641979,0.0,0.028174,4.872222222,0
0.647848902,0.28380537,0.0,0.0,0.018806925,0.086445,0.378210117,0.013308822,0.103366,11.27777778,0
0.675899148,0.200636392,0.0,0.0,0.00467676,0.075644,0.372764851,0.0,0.091996,9.980555556,0
0.432841563,0.202056273,0.0,0.0,0.007345993,0.003912,0.111596697,0.0,0.009172,5.686111111,0
0.541721688,0.138285057,0.0,0.0,0.020452852,0.12334,0.752457916,0.0,0.27652,4.05,0
0.603490984,0.0,0.0,0.0,0.018093453,0.050289,0.583472688,0.0,0.05852,6.369444444,0
0.518578476,0.0,0.0,0.0,0.006085681,0.124271,0.163366316,0.0,0.129647,3.944444444,0
0.5,0.136864387,0.0,0.0,0.007923602,0.042623,0.559735717,0.196869676,0.088987,20.40277778,0
0.585603458,0.150420374,0.0,0.0,0.009933582,-0.034924,0.377975856,0.0,-0.039461,12.78611111,0
0.0,0.043381998,0.0,0.0,0.002580266,0.036185,0.524361016,0.0,0.069804,7.875,0
0.087529973,0.027332426,0.0,0.0,0.00062313,0.158477,0.223632935,0.0,0.177109,17.51111111,0
0.086280329,0.066389431,0.0,0.0,0.000973621,0.121111,0.060938835,0.0,0.121096,4.694444444,0
0.238600378,0.04497552,0.0,0.0,0.000561727,0.053274,0.412741681,0.0,0.091193,5.75,0
0.035865057,0.0,0.0,0.0,0.005620222,0.196907,0.082851054,0.012621345,0.177095,2.111111111,0
0.528217415,0.0,0.0,0.0,0.006209989,0.038409,0.33939934,0.0,0.035211,6.255555556,0
0.499638358,0.0,0.0,0.0,0.000405297,0.045931,0.564933434,0.0,0.063564,12.58055556,0
0.0,0.050995393,0.0,0.0,0.007846717,0.04583,0.447301148,0.0,0.074684,10.975,0
0.365001654,0.14882046,0.0,0.0,0.003953563,0.06395,0.338243517,0.0,0.077716,13.16666667,0
0.79672139,0.0,0.0,0.0,0.003994006,0.035159,0.152409503,0.0,0.033786,4.775,0
0.45532601,0.0,0.0,0.0,0.017824435,0.056668,0.558539181,0.0,0.072087,7.166666667,0
0.633292633,0.325428293,0.0,0.0,0.002383601,0.041769,0.520742447,0.064266238,0.067139,8.638888889,0
0.552999246,0.0,0.0,0.0,0.007456363,0.100789,0.340435105,0.0,0.135974,2.555555556,0
0.0,0.0,0.0,0.0,0.009829884,0.074727,0.682616514,0.0,0.167723,1.075,0
0.289368246,0.0,0.0,0.0,0.013807738,0.027124,0.661723925,0.0,0.040522,21.66666667,0
0.385418341,0.0,0.0,0.0,0.020127098,0.088814,0.212617575,0.0,0.09178,6.544444444,0
0.955883281,0.0,0.0,0.0,0.002260324,0.048507,0.391937225,0.0,0.051502,7.066666667,0
0.441486111,0.0,0.0,0.0,0.007247044,0.075826,0.18610874,0.0,0.11608,0.783333333,0
0.227053297,0.1191101,0.0,0.0,0.00485564,0.083202,0.095830537,0.0,0.081686,7.425,0
0.719590171,0.284949774,0.0,0.0,0.016787206,0.029459,0.622610222,0.0,0.053552,9.772222222,0
0.279214087,0.116576528,0.0,0.0,0.004847331,-0.055083,0.514854769,0.0,-0.124181,12.39166667,0
0.173543717,0.104391533,0.0,0.0,0.003919631,0.089926,0.086875079,0.0,0.070359,5.683333333,0
0.739529734,0.098920621,0.0,0.0,0.02763815,-0.081886,0.583554432,0.0,-0.211527,10.76666667,0
0.0,0.0,0.0,0.0,0.002630131,0.049319,0.440167073,0.0,0.059135,5.619444444,0
1.0,0.160224382,0.0,0.0,0.011067516,0.046178,0.44935904,0.0,0.052102,18.61944444,0
0.521308763,0.131406564,0.0,0.0,0.006271586,0.043494,0.517783747,0.0,0.08313,6.108333333,0
0.288042005,0.119530292,0.0,0.0,0.004209596,0.061427,0.104174358,0.0,0.091198,6.305555556,0
0.0,0.0,0.0,0.0,0.000786415,0.079703,0.29457169,0.0,0.104932,7.691666667,0
0.774634361,0.0,0.0,0.0,0.004289941,0.095352,0.413605077,0.0,0.123278,5.783333333,0
0.639446873,0.0,0.0,0.0,0.002035735,0.062553,0.34443326,0.0,0.081534,15.20277778,0
0.289567964,0.086509294,0.0,0.0,0.003417128,0.097074,0.258604725,0.0,0.108322,3.916666667,0
0.22452541,0.098968278,0.0,0.0,0.002484234,0.040165,0.668925652,0.0,0.074259,13.03611111,0
0.208925381,0.050399381,0.0,0.0,0.032979862,0.085879,0.320858452,0.0,0.114409,10.68888889,0
0.340340304,0.0,0.0,0.0,0.072625343,0.093969,0.465761918,0.0,0.102633,15.78611111,0
0.0,0.0,0.0,0.0,0.005134669,0.13043,0.148515145,0.0,0.126279,0.691666667,0
0.736350099,0.0,0.0,0.0,0.012550499,0.037205,0.791371214,0.355758972,0.100692,1.413888889,0
0.422470321,0.0,0.0,0.0,0.004886146,0.048865,0.070428965,0.0,0.05389,4.302777778,0
0.420895946,0.0,0.0,0.0,0.020568264,0.11257,0.460423185,0.0,0.136965,2.691666667,0
0.196569226,0.0,0.0,0.0,0.00977198,0.077271,0.122596744,0.0,0.081368,5.333333333,0
0.110343353,0.042077321,0.0,0.0,0.012265768,0.088265,0.445813082,0.0,0.138367,8.558333333,0
0.344065903,0.101516479,0.0,0.0,0.03646318,0.039601,0.701292434,0.0,0.105839,12.33055556,0
0.262160202,0.1015043,0.0,0.0,0.004053007,0.082821,0.395298548,0.0,0.132809,3.166666667,0
0.405025624,0.226992131,0.0,0.0,0.002568058,0.093684,0.319524438,0.0,0.100045,7.875,0
0.069449391,0.048038424,0.0,0.0,0.004697659,0.155444,0.110515957,0.0,0.163208,9.341666667,0
0.026260791,0.012386206,0.0,0.0,0.001284577,0.113423,0.26390055,0.0,0.154694,5.444444444,0
0.612025617,0.0,0.0,0.0,0.002308275,0.13199,0.45746141,0.0,0.20976,2.025,0
0.0,0.0,0.0,0.0,0.00103941,0.049739,0.291036695,0.0,0.056214,7.361111111,0
0.937805748,0.0,0.0,0.0,0.010291386,0.033763,0.930313406,0.0,0.152822,17.95,0
0.103785841,0.0,0.0,0.0,0.005437513,0.166962,0.08771239,0.0,0.170752,0.391666667,0
0.122078518,0.048541468,0.0,0.0,0.013202124,0.020282,0.268224099,0.0,0.01617,10.94722222,0
0.112787311,0.0,0.0,0.0,0.005676497,0.090858,0.401624083,0.0,0.130412,1.944444444,0
0.339711788,0.0,0.0,0.0,0.005658888,0.006697,0.135471136,0.0,0.009804,6.313888889,0
0.0,0.0,0.0,0.0,0.019424528,0.047507,0.5913872,0.0,0.075298,6.1,0
0.028900543,0.010803135,0.0,0.0,0.00034881,0.008952,0.207737407,0.0,0.01463,3.108333333,0
0.432530834,0.154243451,0.0,0.0,0.001017995,0.077016,0.431522605,0.0,0.097019,18.25833333,0
0.693803808,0.0,0.0,0.0,0.00375901,0.094041,0.653502727,0.0,0.160717,18.04166667,0
0.0,0.0,0.0,0.0,0.003789316,0.05475,0.566182344,0.0,0.07258,7.025,0
0.0,0.251303824,1.0,0.0,0.006605707,-0.02594,0.7720276,0.0,-0.300278,3.616666667,0
0.053211541,0.021597808,0.0,0.0,0.01147937,0.108067,0.452355589,0.0,0.176885,5.569444444,0
0.144098258,0.098024825,0.0,0.0,0.000529147,0.040814,0.270489596,0.0,0.053726,4.566666667,0
0.583783523,0.245291677,0.0,0.0,0.007150663,0.052867,0.472285819,0.090134342,0.05862,4.155555556,0
0.403027845,0.0,0.0,0.0,0.001087639,0.042568,0.708096611,0.0,0.018973,17.54166667,0
0.0,0.044996783,0.0,0.0,0.013432187,0.01011,0.399161447,0.0,0.033839,5.036111111,0
0.0,0.152464716,0.0,0.0,0.004820045,0.046794,0.233906835,0.0,0.05582,15.56111111,0
0.381026122,0.271026653,0.0,0.0,0.012951242,0.119264,0.522870719,0.0,0.224595,7.955555556,0
0.680990779,0.0,0.0,0.0,0.010752684,0.034271,0.642119651,0.0,0.034181,6.952777778,0
0.0,0.0,0.0,0.0,0.00070098,0.093034,0.231544401,0.0,0.115594,5.416666667,0
0.0,0.0,0.0,0.0,0.011584705,0.107312,0.30669605,0.0,0.131438,1.0,0
0.0,0.0,1.0,0.0,0.0099802,-0.089754,0.44468348,0.0,-0.14047,12.22777778,0
0.419897203,0.0,0.0,0.0,0.001742947,0.077199,0.269074927,0.0,0.082901,3.533333333,0
0.0,0.0,0.0,0.0,0.012438774,-0.023312,0.341547338,0.0,-0.050035,9.811111111,0
0.634780522,0.256005162,0.0,0.0,0.007387454,-0.020265,0.707539158,0.0,-0.118545,4.975,0
0.906170755,0.083917967,0.0,0.0,0.002699964,0.000828,0.453594145,0.067908682,-0.025574,11.60555556,0
0.776576273,0.019230769,0.0,0.0,0.068862145,0.078358,0.757242445,0.242548077,0.212637,1.605555556,0
0.0,0.0,0.0,0.0,0.001748525,0.022032,0.085645346,0.0,0.043627,4.025,0
0.0,0.0,0.0,0.0,0.005953728,0.080491,0.104465872,0.0,0.08378,0.827777778,0
0.851034858,0.0,0.0,0.0,0.000445328,0.106667,0.116397119,0.0,0.102891,2.061111111,0
0.05610753,0.0,0.0,0.0,0.002540385,0.102543,0.288721896,0.0,0.143262,0.758333333,0
0.17675006,0.0,0.0,0.0,0.033549202,0.048349,0.632779063,0.0,0.07236,4.952777778,0
0.885728545,0.277005711,0.0,0.0,0.010923971,0.040747,0.583994367,0.0,0.068091,14.50555556,0
0.582424508,0.264388756,0.0,0.0,0.046073354,0.043403,0.68681933,0.0,0.086786,12.16388889,0
0.226144574,0.0,0.0,0.0,0.014905496,0.114521,0.260890646,0.0,0.131084,1.258333333,0
0.461315752,0.18456929,0.0,0.0,0.016505383,0.041318,0.612997666,0.0,0.070478,12.95833333,0
0.477802268,0.240179337,0.0,0.0,0.006070189,0.083782,0.534169156,0.0,0.12173,7.311111111,0
0.267310044,0.0,0.0,0.0,0.003180513,0.118254,0.260113153,0.0,0.122023,7.688888889,0
0.047575475,0.034526616,0.0,0.0,0.007141304,0.056794,0.438621047,0.0,0.105636,3.930555556,0
0.152259332,0.0,0.0,0.0,0.010911077,0.085933,0.461076056,0.0,0.128204,0.761111111,0
0.150278556,0.156812617,0.0,0.0,0.006748608,0.076895,0.562096468,0.0,0.148607,5.933333333,0
0.706901526,0.289906386,0.0,0.0,0.032686923,0.045725,0.555047372,0.0,0.068771,8.577777778,0
0.237583703,0.0,0.0,0.0,0.003033384,0.03174,0.491570407,0.0,0.066304,14.80555556,0
0.798314471,0.237906257,0.0,0.0,0.007385899,0.013096,0.849589711,0.0,0.013124,6.622222222,0
0.5,0.0,1.0,0.0,0.011941115,0.027319,0.7197404,0.0,0.03377,19.61388889,0
0.354966403,0.107899311,0.0,0.0,0.013903064,0.064423,0.629876853,0.0,0.081614,12.025,0
0.609496117,0.16895826,0.0,0.0,0.001369081,0.040579,0.354491577,0.0,0.046103,6.122222222,0
0.934620675,0.0,0.0,0.0,0.011638017,0.052576,0.732635223,0.0,0.090623,20.03611111,0
0.369189391,0.0,0.0,0.0,0.001721482,0.027965,0.421516605,0.0,0.018799,18.54166667,0
0.156947153,0.0,0.0,0.0,0.000508984,0.016687,0.454126224,0.0,0.028906,6.613888889,0
0.0,0.0,0.0,0.0,0.020315942,-0.013221,0.373865263,0.0,-0.026262,6.072222222,0
0.0,0.0,0.0,0.0,0.005525813,0.231401,0.125452144,0.0,0.219955,0.691666667,0
0.0,0.0,0.0,0.0,0.001780575,0.16709,0.134290191,0.0,0.18063,0.627777778,0
0.0,0.0,0.0,0.0,0.015364164,0.033049,0.101019175,0.0,0.035009,9.522222222,0
0.999863793,0.0,0.0,0.0,0.004020962,0.063624,0.447725156,0.0,0.073889,2.686111111,0
0.33462002,0.076540579,0.0,0.0,0.016799138,0.105473,0.237140096,0.0,0.13705,6.430555556,0
0.192735072,0.045147616,0.0,0.0,0.001063233,0.086167,0.32259895,0.002857385,0.1527,4.705555556,0
1.0,0.317941593,0.0,0.0,0.000390074,0.074596,0.285293908,0.0,0.101408,11.83611111,0
0.0,0.0,0.0,0.0,0.005366629,0.044054,0.344323431,0.0,0.062034,0.594444444,0
0.137189903,0.0,0.0,0.0,0.004207725,0.092438,0.570850824,0.0,0.127663,2.497222222,0
0.1837283,0.0,0.0,0.0,0.002249649,0.044215,0.126487595,0.0,0.036266,6.716666667,0
0.45454817,0.097889708,0.0,0.0,0.010347016,0.053641,0.400668593,0.0,0.073752,9.372222222,0
0.0,0.0,0.0,0.0,0.029471368,0.002502,0.562952784,0.0,-0.012259,11.84722222,0
0.191115753,0.049815006,0.0,0.0,0.000308246,0.089444,0.17838506,0.0,0.090328,9.580555556,0
0.484479212,0.258000095,0.0,0.0,0.001536191,0.115122,0.507279882,0.0,0.173124,18.63888889,0
0.453537819,0.0,0.0,0.0,0.001963717,0.074656,0.378678755,0.0,0.10865,4.483333333,0
0.855530782,0.0,0.0,0.0,0.03844376,0.127159,0.385647372,0.0,0.139398,12.71388889,0
0.177773744,0.058948482,0.0,0.0,0.01872132,0.031854,0.657818002,0.0,0.074538,4.433333333,0
0.241544921,0.0,0.0,0.0,0.003921926,0.070886,0.817524065,0.0,0.082913,2.552777778,0
0.168953096,0.046176131,0.0,0.0,0.007161292,0.046237,0.608945379,0.0,0.104952,5.697222222,0
0.295823766,0.068617011,0.0,0.0,0.008395717,0.013303,0.457880331,0.0,0.01726,5.661111111,0
0.554245995,0.0,0.0,0.0,0.007931137,0.024989,0.643164622,0.0,0.048877,13.75833333,0
0.072431751,0.025308093,0.0,0.0,0.004630703,0.113843,0.192585308,0.02646944,0.127855,1.255555556,0
0.021274238,0.0,0.0,0.0,0.028315802,0.062339,0.612370178,0.0,0.109617,0.869444444,0
0.0,0.0,0.0,0.0,0.010134329,0.058227,0.521056704,0.0,0.08424,19.625,0
0.548692553,0.068726913,0.0,0.0,0.004989692,0.036433,0.506757073,0.028940277,0.020963,8.619444444,0
0.122657555,0.0,0.0,0.0,0.00321125,0.08941,0.382489949,0.0,0.149817,0.513888889,0
0.720108239,0.0,0.0,0.0,0.020700244,0.065045,0.533012704,0.0,0.091035,3.261111111,0
0.0,0.0,0.0,0.0,0.014261879,0.085469,0.222639421,0.0,0.077059,0.5,0
0.364681685,0.123016516,0.0,0.0,0.007313345,0.075533,0.410083006,0.0,0.084807,15.475,0
0.901079327,0.287696765,0.0,0.0,0.006437192,0.048695,0.235493109,0.0,0.062372,5.922222222,0
0.325795203,0.092756864,0.0,0.0,0.007242876,0.022913,0.303831704,0.0,0.026189,9.791666667,0
0.494724872,0.247923957,0.0,0.0,0.006506363,0.071208,0.18951873,0.0,0.06247,12.55,0
0.176350287,0.024133385,0.0,0.0,0.043918271,0.035049,0.346752533,0.0,0.027733,11.76388889,0
0.677674527,0.218703117,0.0,0.0,0.004042289,0.064753,0.480161068,0.0,0.092028,27.975,0
0.344471724,0.0,0.0,0.0,0.011457033,0.072941,0.438954291,0.0,0.074153,21.5,0
0.788839703,0.397114872,0.0,0.0,0.007833853,0.013448,0.527220569,0.0,0.003952,6.283333333,0
0.0,0.0,0.0,0.0,0.001678321,0.067452,0.592719721,0.0,0.118157,4.558333333,0
0.434800551,0.169775285,0.0,0.0,0.019274633,0.110644,0.445176102,0.0,0.151598,3.988888889,0
0.499999999,0.178412422,0.0,0.0,0.00869636,0.040606,0.230518964,0.0,0.059126,30.03333333,0
0.0,0.0,0.0,0.0,0.00576224,0.045732,0.123881219,0.0,0.04978,7.386111111,0
0.228719745,0.099851673,0.0,0.0,0.000503715,0.062036,0.432324228,0.0,0.09813,10.58333333,0
0.406713503,0.0,0.0,0.0,0.00966362,-0.166971,0.249059698,0.0,-0.22046,5.558333333,0
0.0,0.036593038,0.0,0.0,0.005886053,0.105093,0.385348139,0.0,0.163318,8.063888889,0
0.0,0.0,0.0,0.0,0.021424518,0.022843,0.759715366,0.0,0.050123,21.60555556,0
0.102281465,0.046272324,0.0,0.0,0.003391126,0.154822,0.180786287,0.0,0.151439,8.505555556,0
0.031771079,0.065893454,0.0,0.0,0.00944687,-0.059235,0.302474835,0.0,-0.098091,8.786111111,0
0.95616229,0.0,0.0,0.0,0.026944865,0.012247,0.560077945,0.0,0.03264,22.10833333,0
0.459717884,0.0,0.0,0.0,0.012413359,0.038435,0.697791054,0.0,0.068726,6.369444444,0
0.356060754,0.0,0.0,0.0,0.000321014,0.086003,0.067286905,0.0,0.079793,6.952777778,0
0.0,0.0,0.0,0.0,0.005304895,0.029286,0.29678873,0.0,0.032998,8.516666667,0
0.999999995,0.190428713,0.0,0.0,0.002923655,0.027849,0.106465274,0.175145465,0.045962,11.16111111,0
0.48824852,0.282973597,0.0,0.0,0.002213552,0.019548,0.265984802,0.0,0.026136,8.094444444,0
0.581322272,0.185443415,0.0,0.0,0.000512207,0.100856,0.287899242,0.0,0.113694,7.0,0
0.479214588,0.075210395,0.0,0.0,0.006542059,0.065102,0.440289472,0.012248939,0.104504,12.0,0
0.641142259,0.17143057,0.0,0.0,0.012730326,0.039678,0.206188253,0.0,0.047694,10.93333333,0
0.170462294,0.0,0.0,0.0,0.027207098,0.100263,0.20785898,0.0,0.115264,1.552777778,0
0.668494115,0.0,0.0,0.0,0.004070168,0.027556,0.238798044,0.0,0.024622,6.058333333,0
0.98935089,0.0,0.0,0.0,0.095228221,0.021387,0.152855694,0.0,0.021441,19.80277778,0
0.0,0.0,0.0,0.0,0.008972918,-0.007876,0.616220989,0.0,-0.151997,20.28333333,0
0.605366949,0.0,0.0,0.0,0.007035342,0.044055,0.184810736,0.0,0.049929,11.42777778,0
0.683050269,0.117369111,0.0,0.0,0.016159969,0.037674,0.478688897,0.241882896,0.043752,1.152777778,0
0.691137249,0.350845819,0.0,0.0,0.007817481,0.094739,0.481492638,0.0,0.128284,26.04444444,0
0.372758111,0.0,0.0,0.0,0.017709125,0.041075,0.918510759,0.0,0.053651,20.47777778,0
0.297619992,0.0,0.0,0.0,0.012349142,0.056691,0.470998703,0.0,0.090525,0.808333333,0
0.47031234,0.157024992,0.0,0.0,0.002964856,0.462407,0.201638345,0.0,0.467396,25.39444444,0
0.634440601,0.244995188,0.0,0.0,0.00089164,0.089449,0.556227854,0.0,0.138236,5.780555556,0
0.631051157,0.0,0.0,0.0,0.024313193,0.055084,0.156930402,0.0,0.067947,7.747222222,0
0.44315966,0.125152521,0.0,0.0,0.014378277,0.03733,0.347524461,0.0,0.049781,11.16388889,0
